Date,ShareLink,ShareCommentary,SharedURL,MediaURL,Visibility
2022-10-13 19:14:15,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6986403749397233664,"If you want to master 🕺✌️SQL💽concepts using CLOUD ☁️ Technologies: SNOWFLAKE ❄️ by working on Business Case Studies and want to transition your career into DATA💽ANALYST📊 join me LIVE 🎥 on YouTube & LinkedIn page every day from 1️⃣0️⃣🕙PM - 1️⃣1️⃣🕚PM that too""
"".""
"".""
"".""
""""
""Master✌️ the concepts📑 of""
""#sql""
""#python""
""#R""
""#excel""
""#powerbi""
""#tableau""
""#statistics""
""#aws""
""#azure""
""#snowflake""
""#googlecloud""
""""
""by working on real industry led LIVE 🎬PROJECTS 📽on real datasets💽 then come fall in LOVE 😍 WITH DATA 💽with me 🕺""
"".""
"".""
"".""
""Not only above but Personal Mentorship & Doubt Clearing Session along with Interview preparation will be taken care too…""
"".""
"".""
"".""
""And all above comes ABSOLUTELY 🆓🆓🆓🆓🆓 🆓🥶🥶🥶🥶🥶🥶🥶🥶🥶🥶….""
"".""
"".""
""FOLLOWWWWWWW… NOWWWWWWW""
""""
""YOUTUBE: https://lnkd.in/gNqMzHi6""
""""
""LINKEDIN:  https://lnkd.in/eQCdeYr9""
""""
""FACEBOOK: https://lnkd.in/giMTugJw""
""""
""INSTAGRAM: https://lnkd.in/gg9rtA5E""
""""
""EMAIL:  info@analyticswithanand.in""
"".""
"".""
""#datascience #datanalytics #datanalyst #datanalysis #sql #python #r #statistics #transition #tableau #powerbi #snowflake #aws #azure #googlecloud #data #datapipeline #datavisualization #datasecurity #datarecovery",,,MEMBER_NETWORK
2022-10-07 19:28:36,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6984233034162081792,https://lnkd.in/g8nxx3PR,,,MEMBER_NETWORK
2022-10-06 21:08:35,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6983895808911818752,Let the Data Do the Talking...!!!,,,MEMBER_NETWORK
2022-10-06 18:57:10,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6983862736526925824,"To all the aspiring buddy Data 💽Analyst who wants to transition into ANALYTICAL📊WORLD 🌎 Join my YouTube Channel and transform your journey to have a successful career in Data 💽World 🌍 ""
"".""
"".""
"".""
""I keep getting so many queries from people across the WORLD 🌎 So finally decide to start this initiative to help all the aspiring candidates 👨‍💻🧑‍💻""
"".""
"".""
"".""
"".""
""And How Much You need To Pay💰 ?????""
"".""
"".""
"".""
""It’s Absolutely 🆓🆓🆓🆓🆓🆓🆓🆓🆓""
"".""
"".""
"".""
""Key Highlights:""
""1. Daily Live Class of 1Hr from 10PM-11PM on my YouTube Channel : https://lnkd.in/e5F747cj""
""2. One-One Mentoring & Grooming""
""3. Doubt Clearing Session 24x7 ""
""4. Real Time Dataset Projects""
""5. Master Visualization 📊📈💹📉""
""6. Complete SQL 📊on ""
""SNOWFLAKE ❄️ Cloud ""
""""
""https://lnkd.in/eQCdeYr9""
"".""
"".""
""Let me know what skills 🕵️‍♀️🕵️‍♂️you want to learn in the comment 🎗 section below 👇 ""
""""
""#datascience #dataanalytics #dataanalysis #sql #python #powerbi #tableau #rprogramming #excel #statistics #learningandgrowing #learningcontinues #learningneverstops #learningneverends #learnandgrow #keepgoingforward #keeplearning #keeplearningkeepgrowing",https://youtube.com/channel/UC59wHh4zTa8sGxhyQVdxMug,,MEMBER_NETWORK
2022-09-15 13:57:24,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6976177154841620480,"Read the Job Description very carefully before applying....""
"".""
"".""
""############### GOOD LUCK ###################""
""""
""#hiring #hiringnow #hiringalert #analytics #exl #sql #mysql #excel #python ""
""https://lnkd.in/gMV7_i34",,,MEMBER_NETWORK
2022-09-13 20:52:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6975556916643016705,"Perks of being a mentor 👨‍🏫 / teacher / trainer /counsellor ….watever you say…""
"".""
"".""
"".""
""Seeing such message makes me think how better and better I can be everyday so that I can benefit the data analyst community to land a successful career ….""
"".""
"".""
""Feel free to reach out to me for one-one session too if you have any concern related to Data Analytics📊 👨‍💻🤘💽🤩🚀""
"".""
"".""
"".""
"".""
""""
""#dataanlytics #data #analytics #analyticstools #sql #python #powerbi #tableau #learnandgrow #ineuron #jobready #learninganddevelopment",,,MEMBER_NETWORK
2022-09-12 19:48:52,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6975178437548269568,"Immense thanks to sudhanshu kumar & iNeuron.ai  for giving me this opportunity to reform the Data 💽 Analytics📊 Industry 👨‍💻👩‍💻and help reform the community in learning the right Industry level SKILLS & KNOWLEDGE for a successful transition""
"".""
"".""
"".""
"".""
""All the setup 💻🖥🎙is done finally ….""
""Sponsored by iNeuron.ai 🤩🚀✌️""
"".""
"".""
"".""
""Come 🤘fall in love with Data 💽with me 🕺with iNeuron.ai FULL STACK DATA ANALYTICS 📚🙇‍♂️🙇‍♀️ and master the concepts of SQL PYTHON TABLEAU/POWERBI - ene to end LIVE 🖖project on real datasets 💽""
""""
""Link : https://lnkd.in/giQ-ASU8""
""""
""#dataanlytics #data #analytics #analyticstools #sql #python #powerbi #tableau #learnandgrow #ineuron #jobready #learninganddevelopment",,,MEMBER_NETWORK
2022-09-11 10:40:46,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6974678117785243648,"All these feedback’s 🗣from all the candidates 👨‍💼👩‍💼across the world 🌍 means a lot to me 🥹whosever is trying to learn and master Data Anaytics 💽📊 Concepts …just remember three things you have to master : SQL 💽+ POWER BI/TABLEAU 📊 + PYTHON 🐍 if you want to enter into this industry - be it experienced 🧑‍💻👩‍💻 or FRESHER 👦👧""
"".""
"".""
"".""
""""
""SQL 💽 : JOINS (MUST) , WINDOW FUNCTIONS (MUST) , DATE FUNCTIONS , CASE STATEMENTS (MUST) - that’s it ""
""""
""PYTHON 🐍 : numpy + pandas + matplotlib/seaborn - that’s enough ""
""""
""POWER BI / TABLEAU 📊 : Donuts 🍩 Chart + Bar Graph + ODBC Connection 🎢to Cloud Database / Warehouse (MUST) ""
""""
""CLOUD : AWS/Snowflake(must I would say) it gives you an ultra edge in interview ""
""""
""Note : When you are creating Power Bi/ Tableau strictly no Pie chart Do not use them - instead use Donut 🍩 Chart and always keep BLACK/YELLOW/WHITE as a background for professional deployment - preferably Black I would say ""
""""
""PANICK ATTACK (strictly for Newbie🤑) Don’t Panic if you see 3K lines of SQL or python code and sone 20-50 tables joins on millions of records …""
""""
""Key : CTEs,SUBQUERY , MASTER LEFT OUTER JOIN , FULL OUTER JOIN , SELF & INNER JOIN and no one can stop you to enter into 💽👨‍💻🧑‍💻📊ANALYTICS 🌏World …""
"".""
"".""
"".""
""Tips : Work on real data sets if you want to enhace on skills and think if billion of records how your query is optimized for that - don’t make yourself limited too just thousand lines of code - you don’t learn that’s company - company has millions of records flowing every single day …""
"".""
"".""
"".""
""Work on the above skills and you will be ready for the launch 🚀 🚀Join iNeuron.ai  with sudhanshu kumar  into Master Class for Data Analyst and transform your learning journey ….""
""""
""I will make  sure personally each one of you land a successful career in Data 💽Analytics World 🌎 ""
"".""
"".""
"".""
""Clock ⏰ is Ticking …""
""""
"" #analytics #python #data #sql #sql #powerbi #tableau #ineuron #learningandgrowing #learningneverstops #learnandgrow #learninganddevelopment #learningcontinues #datascience #datasciencetraing",,,MEMBER_NETWORK
2022-09-10 22:06:19,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6974488252992946176,"Feeeback 🗣are a must ✅in a constructive way if you want to showcase your skills 👨‍💻and help the community 👨‍💼👩‍💼in watever best way you can👨‍💼""
"".""
"".""
"".""
""""
"" …I always feels like watever knowledge 📚and skills 📀I have and the more I help candidate in their Data Analyst Journey…the more I learn and grow - understanding the root cause at the grass root level - still I feel and see many candidates 👨‍💻👩‍💻 still struggle to write basic SQL 💽queries and I try my best through iNeuron.ai  to bridge this gap and help the community…""
"".""
"".""
"".""
""""
""Come fall in love with learning with the real datasets and project on iNeuron.ai ….""
"".""
"".""
""Special thanks to sudhanshu kumar for believing in me and providing me this opportunity to help reform the Data ANALYTICS 📊Industry 👨‍💼👩‍💼""
"".""
"".""
"".""
""Let’s take you on a journey 🚀to a complete Data Analyst 📊Road map and help you land a successful career 👨‍💻👩‍💻""
"".""
"".""
"".""
""#dataanlytics #analytics #dataanalyticsforbusiness #data #helpinghands #helpingcommunity #ineuron #sql #powerbi #automation  #learningneverstops #learningandgrowing #roadmaptodataanalyst #letscodeandlearn",,,MEMBER_NETWORK
2022-09-04 19:21:43,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6972272503289262080,"Bus Yahi to Chahye Zindagi ❤️ mai 👨‍💻☺️""
""Ese jyada aur kya expect care HAPPY 😊TEACHER 👨‍🏫 👩‍🏫 DAY  k din…..""
"".""
"".""
"".""
"". ""
""#teachers #teacher #happyteachersday #teachingandlearning #teacherlife #ineuron #traininganddevelopment #trainingprogram #learningandgrowing #learningneverstops #learningeveryday",,,MEMBER_NETWORK
2022-09-03 21:11:01,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6971937623351181312,"Give More Power to Your Teachers""
"".""
"".""
""""
""“Technology is just a tool. In terms of getting the pupil working together and motivating them, the TEACHER IS THE MOST IMPORTANT”    -Bill Gates""
""""
""""
""iNeuron.ai  Mentors 🎗🏆 work tirelessly to shape the better version of you each day so on this Teacher's day we would appreciate it if you celebrate Teacher’s Day✨ by sharing a short clip dedicated to mentors🙏.""
""""
""As this would really fuel their motivation to keep doing better with each passing day adding valuable knowledge and shaping our bright future🌞🚀.""
""""
""Together we can build a better and stronger community through knowledge🏅 sharing with each of us being an integral part of the community shaping a better and brighter future for the community.""
""""
""Please fill out the below form and let's show some love and support by creating short videos and attaching them in google form on this teacher's day❤️""
""""
""Share your clip via the link given below 😁😁:-""
""""
""https://lnkd.in/gKqPBTQ3""
""""
""#ineuron #teachersday2022 #teachersday #loveforteaching #teachingandlearning #teaching #mentor #mentorship #learnandcode #code #learnandgrow",https://docs.google.com/forms/d/e/1FAIpQLSdRJwIdrAWST-GQmyMW_vguWESEnwjyh0xvJFBeSZBXGkeByg/viewform,,MEMBER_NETWORK
2022-08-30 15:28:53,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6970401970977128449,"Hiring Alert : Python 🐍+ SQL 📊+ Database_Design 💽for my current Project.""
""Preferences will be given those who can join within a month or ASAP..""
""""
""Note : 3+ Years Experience 👨‍💻👩‍💻Required..""
""""
""Optional Skills : AWS + Pyspark + Snowflake""
""""
""Email your Resume : anand.jha@exlservice.com""
""""
""Feel free to connect with me for any questions....""
""""
""#hiringpost #hiringurgently #hiringalert #hiring #python #sql #databasedesign #dataanalystjobs #dataanlytics #exl",,,MEMBER_NETWORK
2022-08-26 11:09:06,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6968887042680242176,"Late 🕦Night🌚 + Endless 🗣Talks 🎙+ Vision 👀for Data Science 📈community - got a chance again to meet one and only the man who has reformed the complete data science ed-tech 📚industry 👨‍🏫👩‍🏫- sudhanshu kumar with the vision of an affordable segment for all - learn 📖& grow📈""
""""
""Something📊 new 🥳coming up Sooooooooonnnnnnnn.....☺️""
"".""
"".""
"".""
""Keep an eye 👁on the post👨‍💻""
"".""
"".""
"".""
""#ineuron #datascience #datanalytics #techtalks #learningeveryday #learning #learnandgrow #somethingnew #somethingtothinkabout #comingsoon",,,MEMBER_NETWORK
2022-08-08 22:05:55,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6962529351875653632,"To all those who were asking for the referral ,kindly go through the below post and share your RESUME on the given mail id""
"".""
"".""
""#hiringalerts #hiringpost #analytics #exl #datasciencejobs #datasciencecareers",,,MEMBER_NETWORK
2022-07-21 01:30:30,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6955695468228083712,"Wat a wonderful course from Nishant Jain on ""
""SNOWFLAKE FUNDAMENTALS along with the LAB WORK too""
""https://lnkd.in/gmY67WkW""
""""
""A MUST ✅FOR ALL THE SNOWFLAKE USER for their DATA ANALYTICS📊📈📉 job role at their workplace 👨‍💼👩‍💼and ""
""even I would recommend it to those who are looking to switch their career into DATA 💽SCIENCE 🧬""
""""
""LINK: https://lnkd.in/guNBmqp3""
""""
""It's been a wonderful journey of almost 1 year and still counting using SNOWFLAKE in day-to-day tasks at my WORK""
""and through this course got an even deeper insight into architectural design and flow..""
""""
""PRACTICE 📖...""
""USE 👨‍💻...""
""LEARN 📚...""
""PROGRESS 🛣...""
""SHINE ✨...""
""""
""#snowflake #snowflakedb #snowflakedatacloud  #cloud #cloudadoption #dataanalytics #etltools #datascience #dataanalytics ""
""#learningandgrowing #learningcontinues #learningeveryday #learningbydoing",http://ude.my/UC-52043458-5629-45a8-9c6a-e84c8e0104e0,,MEMBER_NETWORK
2022-07-19 22:09:44,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6955282555805855744,"Gyaan 🧘‍♂️ki baatein 🈲 / Knowledge 📖 Sharing 😎for all the Newbie 👦🧒 who want to switch their career in Data💿Science📊 🧬 ""
""""
""Chahe Python 🐍 Ho , SQL 🔐 Ho , ML 🤖Ho , NLP 🤖 Ho ya POWER BI/ TABLEAU 📊Ho…..""
""""
""Kitna bhi padh 📚lo practice 👨‍💻krlo…""
""""
""Lekin jab tak REAL TIME ⏳ DATA 📊pe Kaam na kro 👨‍💻👩‍💻sab bekaar ❌hai ….""
""""
""English 🏴󠁧󠁢󠁥󠁮󠁧󠁿Version🥹 : Wether it’s PYTHON 🐍 or SQL 🔐 or ML 🤖 or NLP ㊙️ or POWER BI/TABLEAU 📊 Inspite of enormous effort🏋️‍♂️…Inspite of Enormous learning 📚until and unless you work 🧑‍💻👩‍💻on REAL TIME ⏳DATA 📊things not ❌  gonna fall 😎in place ✅…""
""""
""Janhit 👨‍💼👩‍💼Mai Jari….😊✅""
""""
""#datascience #dataanalytics #python #sql #nlp #ml #powerbi #tableau #keeplearningkeepgrowing #knowledgesharing #keeppushing",,,MEMBER_NETWORK
2022-05-26 20:04:37,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6935682124620468224,"…..CALLING OUT🤙 ALL THE EXPERIENCED DATA ANALYST 🧑‍💻👩‍💻💻📈📊….Make Yourself Useful & Grab this opportunity….✌️""
""""
""https://lnkd.in/gaF9HxvU",,,MEMBER_NETWORK
2022-03-25 10:20:59,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6913067199339388928,"....................PADHOGE📚TABHI TO BADHOGE 📈 NA..........✌️""
""""
""Join ALL IN ONE COURSE offered by iNeuron.ai under TECH NEURON and take your Knowledge 🧎‍♂️🧎‍♀️to the NEXT LEVEL 🎚""
""""
""...................A MUST 💪COURSE FOR EVERYONE  👨‍💻👩‍💻...................""
""""
"".............RAISE 🙋‍♂️🙋‍♀️ YOUR DEMAND 👨‍💻ANYTIME ⏳ANYWHERE 🏡""
""""
""….I HAVE PURCHASED MYSELF 🕺SO YOU 👨‍💻👩‍💻 TOO CAN GO AHEAD 🤘🥳….""
""""
""....FINAL LAST WEEK ⏳FOR LIFETIME 👽 ACCESS TO ALL THE COURSES 📚….""
""""
""USE MY LINK FOR FLAT 10% DISCOUNTS : ""
""https://lnkd.in/geBJWXvV""
""""
""#ineuron #techneuron #itandsoftware #knowledgesharing #knowledgehub #educationforall #freshers #experienced ""
""#learningcontinues #learningfromhome #learningeveryday #keeplearning #keeplearningkeepgrowing #keepgrowing",,,MEMBER_NETWORK
2022-03-22 22:05:12,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6912157258990706688,"Mehnat 🏃‍♂️…..Mehnat🏃‍♂️….Aur Sirf Mehnat🏃‍♂️ hi apko 🕺upar ✈️ lejaskta hai ……""
""""
""To aj se hi mehnat krna start krdijye …..""
""""
""So happy 🥳for this young champ👦""
""",https://m-economictimes-com.cdn.ampproject.org/c/s/m.economictimes.com/magazines/panache/a-day-after-his-midnight-run-video-whips-up-twitter-storm-india-pitches-in-with-sports-kit-army-recruitment-training-for-19-yr-old-pradeep-mehra/amp_articleshow/90367766.cms,,MEMBER_NETWORK
2022-03-17 22:07:33,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6910345911600640000,"To all the PROJECT MANAGERS 👷‍♂️👷looking out for a an OPPORTUNITY 🚀grab a thought about EXL Analytics and APPLY ACTIVELY….🕺""
""""
""#hiringmanagers #exl #analytics #hiringalerts #hiringpost",,,MEMBER_NETWORK
2022-03-04 11:57:48,https://www.linkedin.com/feed/update/urn%3Ali%3Ashare%3A6905481423021596672,"Feels gr8 to be a part of it...""
""""
""https://lnkd.in/gh-Q2_SX",,,MEMBER_NETWORK
